Source des données,N° page,Type de centre,Domaine, Acte, catégorie d’actes, Finalité, Base légale, Dossier, Coût, Quittance/Reçu/Timbre, Délai de délivrance, Validité,coût minimum ,coût maximum,Précision coût 
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE YALGADO OUEDRAOGO (CHU-YO) BURKINA FASO,27,[CHU YO],Santé,ACCOUCHEMENTS ET INTERVENTIONS OBSTÉTRICALES/ DARU,ACCOUCHEMENTS ET INTERVENTIONS OBSTÉTRICALES,Accouchements et intervention obstétricales,KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 Portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Établissements Hospitaliers publics du Burkina Faso.,Bulletin d’examen ,4000,Reçu de paiement des frais de sortie du patient,Immédiat,Selon le temps de séjour du patient,,,
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE YALGADO OUEDRAOGO (CHU-YO) BURKINA FASO,27,[CHU YO],Santé,ACCOUCHEMENTS ET INTERVENTIONS OBSTÉTRICALES/ Césarienne,ACCOUCHEMENTS ET INTERVENTIONS OBSTÉTRICALES,Accouchements et intervention obstétricales,KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 Portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Établissements Hospitaliers publics du Burkina Faso.,Bulletin d’examen ,25000,Reçu de paiement des frais de sortie du patient,Immédiat,Selon le temps de séjour du patient,,,
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE YALGADO OUEDRAOGO (CHU-YO) BURKINA FASO,27,[CHU YO],Santé,ACCOUCHEMENTS ET INTERVENTIONS OBSTÉTRICALES/Cure de Fistules recto vaginal ,ACCOUCHEMENTS ET INTERVENTIONS OBSTÉTRICALES,Accouchements et intervention obstétricales,KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 Portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Établissements Hospitaliers publics du Burkina Faso.,Bulletin d’examen ,100000,Reçu de paiement des frais de sortie du patient,Immédiat,Selon le temps de séjour du patient,,,
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE YALGADO OUEDRAOGO (CHU-YO) BURKINA FASO,27,[CHU YO],Santé,ACCOUCHEMENTS ET INTERVENTIONS OBSTÉTRICALES/Cure de Fistules vésico vaginal :,ACCOUCHEMENTS ET INTERVENTIONS OBSTÉTRICALES,Accouchements et intervention obstétricales,KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 Portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Établissements Hospitaliers publics du Burkina Faso.,Bulletin d’examen ,27500,Reçu de paiement des frais de sortie du patient,Immédiat,Selon le temps de séjour du patient,,,
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE YALGADO OUEDRAOGO (CHU-YO) BURKINA FASO,27,[CHU YO],Santé,ACCOUCHEMENTS ET INTERVENTIONS OBSTÉTRICALES/Laparotomie GEU ,ACCOUCHEMENTS ET INTERVENTIONS OBSTÉTRICALES,Accouchements et intervention obstétricales,KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 Portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Établissements Hospitaliers publics du Burkina Faso.,Bulletin d’examen ,17500,Reçu de paiement des frais de sortie du patient,Immédiat,Selon le temps de séjour du patient,,,
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE YALGADO OUEDRAOGO (CHU-YO) BURKINA FASO,27,[CHU YO],Santé,ACCOUCHEMENTS ET INTERVENTIONS OBSTÉTRICALES/ Laparotomie RU,ACCOUCHEMENTS ET INTERVENTIONS OBSTÉTRICALES,Accouchements et intervention obstétricales,KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 Portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Établissements Hospitaliers publics du Burkina Faso.,Bulletin d’examen ,26250,Reçu de paiement des frais de sortie du patient,Immédiat,Selon le temps de séjour du patient,,,
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE YALGADO OUEDRAOGO (CHU-YO) BURKINA FASO,27,[CHU YO],Santé,ACCOUCHEMENTS ET INTERVENTIONS OBSTÉTRICALES/ AMIU,ACCOUCHEMENTS ET INTERVENTIONS OBSTÉTRICALES,Accouchements et intervention obstétricales,KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 Portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Établissements Hospitaliers publics du Burkina Faso.,Bulletin d’examen ,5600,Reçu de paiement des frais de sortie du patient,Immédiat,Selon le temps de séjour du patient,,,
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE YALGADO OUEDRAOGO (CHU-YO) BURKINA FASO,27,[CHU YO],Santé,ACCOUCHEMENTS ET INTERVENTIONS OBSTÉTRICALES/Évacuation utérine pour avortement molaire ,ACCOUCHEMENTS ET INTERVENTIONS OBSTÉTRICALES,Accouchements et intervention obstétricales,KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 Portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Établissements Hospitaliers publics du Burkina Faso.,Bulletin d’examen ,5600,Reçu de paiement des frais de sortie du patient,Immédiat,Selon le temps de séjour du patient,,,
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE YALGADO OUEDRAOGO (CHU-YO) BURKINA FASO,27,[CHU YO],Santé,ACCOUCHEMENTS ET INTERVENTIONS OBSTÉTRICALES/Résection à l’anse diathermique(RAD),ACCOUCHEMENTS ET INTERVENTIONS OBSTÉTRICALES,Accouchements et intervention obstétricales,KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 Portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Établissements Hospitaliers publics du Burkina Faso.,Bulletin d’examen ,5000,Reçu de paiement des frais de sortie du patient,Immédiat,Selon le temps de séjour du patient,,,
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE YALGADO OUEDRAOGO (CHU-YO) BURKINA FASO,27,[CHU YO],Santé,ACCOUCHEMENTS ET INTERVENTIONS OBSTÉTRICALES/Consultation IVA/IVL,ACCOUCHEMENTS ET INTERVENTIONS OBSTÉTRICALES,Accouchements et intervention obstétricales,KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 Portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Établissements Hospitaliers publics du Burkina Faso.,Bulletin d’examen ,500,Reçu de paiement des frais de sortie du patient,Immédiat,Selon le temps de séjour du patient,,,
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE YALGADO OUEDRAOGO (CHU-YO) BURKINA FASO,27,[CHU YO],Santé,ACCOUCHEMENTS ET INTERVENTIONS OBSTÉTRICALES/Hystérectomie d’hémostase,ACCOUCHEMENTS ET INTERVENTIONS OBSTÉTRICALES,Accouchements et intervention obstétricales,KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 Portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Établissements Hospitaliers publics du Burkina Faso.,Bulletin d’examen ,17500,Reçu de paiement des frais de sortie du patient,Immédiat,Selon le temps de séjour du patient,,,
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE YALGADO OUEDRAOGO (CHU-YO) BURKINA FASO,27,[CHU YO],Santé,ACCOUCHEMENTS ET INTERVENTIONS OBSTÉTRICALES/Cryothérapie,ACCOUCHEMENTS ET INTERVENTIONS OBSTÉTRICALES,Accouchements et intervention obstétricales,KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 Portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Établissements Hospitaliers publics du Burkina Faso.,Bulletin d’examen ,5000,Reçu de paiement des frais de sortie du patient,Immédiat,Selon le temps de séjour du patient,,,
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE YALGADO OUEDRAOGO (CHU-YO) BURKINA FASO,27,[CHU YO],Santé,ACCOUCHEMENTS ET INTERVENTIONS OBSTÉTRICALES/Cerclage du col ,ACCOUCHEMENTS ET INTERVENTIONS OBSTÉTRICALES,Accouchements et intervention obstétricales,KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 Portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Établissements Hospitaliers publics du Burkina Faso.,Bulletin d’examen ,5000,Reçu de paiement des frais de sortie du patient,Immédiat,Selon le temps de séjour du patient,,,
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE YALGADO OUEDRAOGO (CHU-YO) BURKINA FASO,29,[CHU YO],Santé,ACTES DU BLOC OPÉRATOIRE/ Extraction de corps étrangers dans les voies respiratoires hautes,ACTES DU BLOC OPÉRATOIRE,Actes effectués par un spécialiste et nécessitant l’intervention au bloc opératoire,KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 Portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Établissements Hospitaliers publics du Burkina Faso.,Bulletin d’examen ,25200,Quittance,Immédiat et en fonction du nombre de patients et selon l’urgence,Pour un acte,,,
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE YALGADO OUEDRAOGO (CHU-YO) BURKINA FASO,29,[CHU YO],Santé,"ACTES DU BLOC OPÉRATOIRE/Extraction de corps étrangers
dans les voies respiratoires basses",ACTES DU BLOC OPÉRATOIRE,Actes effectués par un spécialiste et nécessitant l’intervention au bloc opératoire,KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 Portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Établissements Hospitaliers publics du Burkina Faso.,Bulletin d’examen ,25000,Quittance,Immédiat et en fonction du nombre de patients et selon l’urgence,Pour un acte,,,
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE YALGADO OUEDRAOGO (CHU-YO) BURKINA FASO,29,[CHU YO],Santé,ACTES DU BLOC OPÉRATOIRE/Extraction de corps étrangers dans l’oreille,ACTES DU BLOC OPÉRATOIRE,Actes effectués par un spécialiste et nécessitant l’intervention au bloc opératoire,KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 Portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Établissements Hospitaliers publics du Burkina Faso.,Bulletin d’examen ,4900,Quittance,Immédiat et en fonction du nombre de patients et selon l’urgence,Pour un acte,,,
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE YALGADO OUEDRAOGO (CHU-YO) BURKINA FASO,29,[CHU YO],Santé,ACTES DU BLOC OPÉRATOIRE/Extraction de corps étrangers dans l’orbite ,ACTES DU BLOC OPÉRATOIRE,Actes effectués par un spécialiste et nécessitant l’intervention au bloc opératoire,KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 Portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Établissements Hospitaliers publics du Burkina Faso.,Bulletin d’examen ,25000,Quittance,Immédiat et en fonction du nombre de patients et selon l’urgence,Pour un acte,,,
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE YALGADO OUEDRAOGO (CHU-YO) BURKINA FASO,29,[CHU YO],Santé,ACTES DU BLOC OPÉRATOIRE/Cure de Hernie étranglée de la paroi abdominale,ACTES DU BLOC OPÉRATOIRE,Actes effectués par un spécialiste et nécessitant l’intervention au bloc opératoire,KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 Portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Établissements Hospitaliers publics du Burkina Faso.,Bulletin d’examen ,23400,Quittance,Immédiat et en fonction du nombre de patients et selon l’urgence,Pour un acte,,,
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE YALGADO OUEDRAOGO (CHU-YO) BURKINA FASO,29,[CHU YO],Santé,ACTES DU BLOC OPÉRATOIRE/Laparotomie pour Occlusion intestinale,ACTES DU BLOC OPÉRATOIRE,Actes effectués par un spécialiste et nécessitant l’intervention au bloc opératoire,KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 Portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Établissements Hospitaliers publics du Burkina Faso.,Bulletin d’examen ,40600,Quittance,Immédiat et en fonction du nombre de patients et selon l’urgence,Pour un acte,,,
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE YALGADO OUEDRAOGO (CHU-YO) BURKINA FASO,29,[CHU YO],Santé,ACTES DU BLOC OPÉRATOIRE/Laparotomie simple (exploratrice),ACTES DU BLOC OPÉRATOIRE,Actes effectués par un spécialiste et nécessitant l’intervention au bloc opératoire,KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 Portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Établissements Hospitaliers publics du Burkina Faso.,Bulletin d’examen ,36000,Quittance,Immédiat et en fonction du nombre de patients et selon l’urgence,Pour un acte,,,
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE YALGADO OUEDRAOGO (CHU-YO) BURKINA FASO,29,[CHU YO],Santé,ACTES DU BLOC OPÉRATOIRE/Laparotomie pour occlusion intestinale néonatale,ACTES DU BLOC OPÉRATOIRE,Actes effectués par un spécialiste et nécessitant l’intervention au bloc opératoire,KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 Portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Établissements Hospitaliers publics du Burkina Faso.,Bulletin d’examen ,68000,Quittance,Immédiat et en fonction du nombre de patients et selon l’urgence,Pour un acte,,,
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE YALGADO OUEDRAOGO (CHU-YO) BURKINA FASO,29,[CHU YO],Santé,ACTES DU BLOC OPÉRATOIRE/Cure de torsion testiculaire,ACTES DU BLOC OPÉRATOIRE,Actes effectués par un spécialiste et nécessitant l’intervention au bloc opératoire,KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 Portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Établissements Hospitaliers publics du Burkina Faso.,Bulletin d’examen ,28000,Quittance,Immédiat et en fonction du nombre de patients et selon l’urgence,Pour un acte,,,
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE YALGADO OUEDRAOGO (CHU-YO) BURKINA FASO,29,[CHU YO],Santé,ACTES DU BLOC OPÉRATOIRE/Appendicectomie,ACTES DU BLOC OPÉRATOIRE,Actes effectués par un spécialiste et nécessitant l’intervention au bloc opératoire,KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 Portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Établissements Hospitaliers publics du Burkina Faso.,Bulletin d’examen ,28000,Quittance,Immédiat et en fonction du nombre de patients et selon l’urgence,Pour un acte,,,
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE YALGADO OUEDRAOGO (CHU-YO) BURKINA FASO,29,[CHU YO],Santé,ACTES DU BLOC OPÉRATOIRE/Ponction Abcès du foie,ACTES DU BLOC OPÉRATOIRE,Actes effectués par un spécialiste et nécessitant l’intervention au bloc opératoire,KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 Portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Établissements Hospitaliers publics du Burkina Faso.,Bulletin d’examen ,5000,Quittance,Immédiat et en fonction du nombre de patients et selon l’urgence,Pour un acte,,,
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE YALGADO OUEDRAOGO (CHU-YO) BURKINA FASO,29,[CHU YO],Santé,ACTES DU BLOC OPÉRATOIRE/Drainage abcès foie,ACTES DU BLOC OPÉRATOIRE,Actes effectués par un spécialiste et nécessitant l’intervention au bloc opératoire,KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 Portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Établissements Hospitaliers publics du Burkina Faso.,Bulletin d’examen ,36400,Quittance,Immédiat et en fonction du nombre de patients et selon l’urgence,Pour un acte,,,
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE YALGADO OUEDRAOGO (CHU-YO) BURKINA FASO,29,[CHU YO],Santé,ACTES DU BLOC OPÉRATOIRE/Laparotomie pour abcès du foie,ACTES DU BLOC OPÉRATOIRE,Actes effectués par un spécialiste et nécessitant l’intervention au bloc opératoire,KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 Portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Établissements Hospitaliers publics du Burkina Faso.,Bulletin d’examen ,41450,Quittance,Immédiat et en fonction du nombre de patients et selon l’urgence,Pour un acte,,,
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE YALGADO OUEDRAOGO (CHU-YO) BURKINA FASO,29,[CHU YO],Santé,ACTES DU BLOC OPÉRATOIRE/Laparotomie pour péritonite,ACTES DU BLOC OPÉRATOIRE,Actes effectués par un spécialiste et nécessitant l’intervention au bloc opératoire,KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 Portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Établissements Hospitaliers publics du Burkina Faso.,Bulletin d’examen ,40000,Quittance,Immédiat et en fonction du nombre de patients et selon l’urgence,Pour un acte,,,
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE YALGADO OUEDRAOGO (CHU-YO) BURKINA FASO,29,[CHU YO],Santé,ACTES DU BLOC OPÉRATOIRE/Parage pour Brulures cutanées ,ACTES DU BLOC OPÉRATOIRE,Actes effectués par un spécialiste et nécessitant l’intervention au bloc opératoire,KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 Portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Établissements Hospitaliers publics du Burkina Faso.,Bulletin d’examen ,40000,Quittance,Immédiat et en fonction du nombre de patients et selon l’urgence,Pour un acte,,,
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE YALGADO OUEDRAOGO (CHU-YO) BURKINA FASO,30,[CHU YO],Santé,ACTES DU BLOC OPÉRATOIRE/Lithiase vésicale ,ACTES DU BLOC OPÉRATOIRE,Actes effectués par un spécialiste et nécessitant l’intervention au bloc opératoire,KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 Portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Établissements Hospitaliers publics du Burkina Faso.,Bulletin d’examen ,30000,Quittance,Immédiat et en fonction du nombre de patients et selon l’urgence,Pour un acte,,,
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE YALGADO OUEDRAOGO (CHU-YO) BURKINA FASO,30,[CHU YO],Santé,ACTES DU BLOC OPÉRATOIRE/Circoncision pour paraphymosis,ACTES DU BLOC OPÉRATOIRE,Actes effectués par un spécialiste et nécessitant l’intervention au bloc opératoire,KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 Portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Établissements Hospitaliers publics du Burkina Faso.,Bulletin d’examen ,18000,Quittance,Immédiat et en fonction du nombre de patients et selon l’urgence,Pour un acte,,,
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE YALGADO OUEDRAOGO (CHU-YO) BURKINA FASO,30,[CHU YO],Santé,ACTES DU BLOC OPÉRATOIRE/Amputation de doigt,ACTES DU BLOC OPÉRATOIRE,Actes effectués par un spécialiste et nécessitant l’intervention au bloc opératoire,KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 Portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Établissements Hospitaliers publics du Burkina Faso.,Bulletin d’examen ,15000,Quittance,Immédiat et en fonction du nombre de patients et selon l’urgence,Pour un acte,,,
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE YALGADO OUEDRAOGO (CHU-YO) BURKINA FASO,30,[CHU YO],Santé,ACTES DU BLOC OPÉRATOIRE/Amputation ou désarticulation de pieds,ACTES DU BLOC OPÉRATOIRE,Actes effectués par un spécialiste et nécessitant l’intervention au bloc opératoire,KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 Portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Établissements Hospitaliers publics du Burkina Faso.,Bulletin d’examen ,25000,Quittance,Immédiat et en fonction du nombre de patients et selon l’urgence,Pour un acte,,,
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE YALGADO OUEDRAOGO (CHU-YO) BURKINA FASO,30,[CHU YO],Santé,ACTES DU BLOC OPÉRATOIRE/Amputation de la main,ACTES DU BLOC OPÉRATOIRE,Actes effectués par un spécialiste et nécessitant l’intervention au bloc opératoire,KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 Portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Établissements Hospitaliers publics du Burkina Faso.,Bulletin d’examen ,35 000,Quittance,Immédiat et en fonction du nombre de patients et selon l’urgence,Pour un acte,17 500,70 000,
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE YALGADO OUEDRAOGO (CHU-YO) BURKINA FASO,30,[CHU YO],Santé,ACTES DU BLOC OPÉRATOIRE/Amputation d’un membre entier,ACTES DU BLOC OPÉRATOIRE,Actes effectués par un spécialiste et nécessitant l’intervention au bloc opératoire,KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 Portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Établissements Hospitaliers publics du Burkina Faso.,Bulletin d’examen ,35000,Quittance,Immédiat et en fonction du nombre de patients et selon l’urgence,Pour un acte,,,
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE YALGADO OUEDRAOGO (CHU-YO) BURKINA FASO,30,[CHU YO],Santé,ACTES DU BLOC OPÉRATOIRE/Drainage pleural,ACTES DU BLOC OPÉRATOIRE,Actes effectués par un spécialiste et nécessitant l’intervention au bloc opératoire,KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 Portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Établissements Hospitaliers publics du Burkina Faso.,Bulletin d’examen ,7500,Quittance,Immédiat et en fonction du nombre de patients et selon l’urgence,Pour un acte,,,
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE YALGADO OUEDRAOGO (CHU-YO) BURKINA FASO,30,[CHU YO],Santé,ACTES DU BLOC OPÉRATOIRE/ Drainage péricardique,ACTES DU BLOC OPÉRATOIRE,Actes effectués par un spécialiste et nécessitant l’intervention au bloc opératoire,KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 Portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Établissements Hospitaliers publics du Burkina Faso.,Bulletin d’examen ,40000,Quittance,Immédiat et en fonction du nombre de patients et selon l’urgence,Pour un acte,,,
